line,mating_status,fusion_id,c_i,T_i_1a,direction_cis,direction_trans
r365,M,S49668_SI,0.0149816445,-0.008923724,+,-
r373,M,S49668_SI,0.0109234202,-0.017958591,+,-
r374,M,S49668_SI,0.0093797145,-0.010536843,+,-
r392,M,S49668_SI,0.0087683526,-0.007283098,+,-
r426,M,S49668_SI,0.0152085788,-0.033077686,+,-
r502,M,S49668_SI,0.0140186802,0.0024646465,+,+
r83,M,S49668_SI,0.0013748305,0.0086978869,+,+
r853,M,S49668_SI,-0.011009077,0.016072049,-,+
w52,M,S49668_SI,-0.052743668,0.0561372245,-,+
w55,M,S49668_SI,-0.047076136,0.0668322262,-,+
r217,V,S49668_SI,0.0109354019,-0.01140349,+,-
r287,V,S49668_SI,0.0150455028,-0.007436191,+,-
r315,V,S49668_SI,0.0082460382,-0.005051796,+,-
r357,V,S49668_SI,0.0108958168,-0.07436412,+,-
r365,V,S49668_SI,0.0078529928,0.0084191193,+,+
r373,V,S49668_SI,0.0116702376,-0.029017086,+,-
r374,V,S49668_SI,0.0009772892,0.0102006676,+,+
r392,V,S49668_SI,0.0126245911,-0.021233831,+,-
r426,V,S49668_SI,0.013759762,-0.015131728,+,-
r502,V,S49668_SI,0.0078179404,-0.002630338,+,-
r83,V,S49668_SI,0.0068566232,-0.001025274,+,-
r853,V,S49668_SI,-0.002451338,0.0208449989,-,+
w52,V,S49668_SI,-0.061035093,0.0708675632,-,+
w55,V,S49668_SI,-0.043195765,0.0569615046,-,+
r208,M,S50782_SI,0.007086199,0.0280034542,+,+
r21,M,S50782_SI,0.0336685525,0.0810767372,+,+
r217,M,S50782_SI,0.0192345214,-0.021399479,+,-
r280,M,S50782_SI,0.0265408288,-0.083802546,+,-
r287,M,S50782_SI,-0.149378685,0.2222259575,-,+
r315,M,S50782_SI,0.0054725982,-0.040590028,+,-
r340,M,S50782_SI,0.056122602,0.0460667362,+,+
r350,M,S50782_SI,-0.052952752,0.077992348,-,+
r357,M,S50782_SI,0.0124196541,-0.137550985,+,-
r358,M,S50782_SI,0.0290170891,0.1627781998,+,+
r360,M,S50782_SI,0.0192270336,-0.059092945,+,-
r362,M,S50782_SI,0.0171005051,-0.028246787,+,-
r365,M,S50782_SI,0.0176007553,-0.034414736,+,-
r373,M,S50782_SI,-0.068172368,0.1028581538,-,+
r374,M,S50782_SI,-0.00234529,0.045232039,-,+
r380,M,S50782_SI,0.0304896265,-0.060905387,+,-
r392,M,S50782_SI,-0.017004245,0.0076751271,-,+
r427,M,S50782_SI,0.0161025011,-0.035887362,+,-
r502,M,S50782_SI,0.0255810705,-0.067517153,+,-
r732,M,S50782_SI,-0.009215284,-0.054467745,-,-
r737,M,S50782_SI,0.0137657823,0.0070922615,+,+
r799,M,S50782_SI,0.0207022001,-0.039332449,+,-
r810,M,S50782_SI,-0.022628177,0.0435738704,-,+
r83,M,S50782_SI,0.0189023069,-0.014733274,+,-
r85,M,S50782_SI,0.0133807283,-0.035223882,+,-
r857,M,S50782_SI,0.0329348535,-0.055662266,+,-
r907,M,S50782_SI,-0.086883946,0.0635978268,-,+
w52,M,S50782_SI,-0.053900845,0.0272443973,-,+
w55,M,S50782_SI,0.0143601535,-0.036487593,+,-
w64,M,S50782_SI,0.0156715254,-0.052803611,+,-
w68,M,S50782_SI,0.0171005051,-0.057298879,+,-
r208,V,S50782_SI,0.016552152,-0.021331672,+,-
r21,V,S50782_SI,0.0102330367,0.1246398921,+,+
r217,V,S50782_SI,0.0080051434,0.0075674788,+,+
r280,V,S50782_SI,0.016552152,-0.075944535,+,-
r287,V,S50782_SI,-0.076979317,0.1158295871,-,+
r315,V,S50782_SI,0.0184715378,-0.066069128,+,-
r340,V,S50782_SI,0.0194339964,0.0160512674,+,+
r350,V,S50782_SI,-0.028512226,0.0197032528,-,+
r357,V,S50782_SI,0.013485608,-0.135615227,+,-
r358,V,S50782_SI,0.013159766,0.1843296886,+,+
r360,V,S50782_SI,0.0203005901,-0.058440749,+,-
r362,V,S50782_SI,0.0144834718,-0.016040818,+,-
r365,V,S50782_SI,0.0211749719,-0.052959913,+,-
r373,V,S50782_SI,-0.090356667,0.1776229706,-,+
r374,V,S50782_SI,0.021502647,-0.023588201,+,-
r380,V,S50782_SI,0.0192674351,-0.033152928,+,-
r392,V,S50782_SI,0.0032895525,-0.028732747,+,-
r427,V,S50782_SI,0.007743735,-0.01687072,+,-
r502,V,S50782_SI,0.0217946159,-0.030727526,+,-
r732,V,S50782_SI,-0.016817062,-0.029612162,-,-
r737,V,S50782_SI,0.023760225,-0.027500173,+,-
r799,V,S50782_SI,0.0070081435,-0.008473646,+,-
r810,V,S50782_SI,-0.025507934,0.0320065432,-,+
r83,V,S50782_SI,-0.029091002,0.0407896892,-,+
r85,V,S50782_SI,0.0061061897,-0.007961246,+,-
r857,V,S50782_SI,0.0402809655,-0.025203956,+,-
r907,V,S50782_SI,-0.079141628,0.0603149263,-,+
w52,V,S50782_SI,-0.042191481,0.0014375275,-,+
w55,V,S50782_SI,0.0241908102,-0.019890721,+,-
w64,V,S50782_SI,0.0190956855,-0.055181656,+,-
w68,V,S50782_SI,0.0227048845,-0.046995102,+,-
r101,M,S51694_SI,0.0209732037,-0.025861418,+,-
r309,M,S51694_SI,-0.007011725,0.0088329467,-,+
r315,M,S51694_SI,-0.045867715,0.1379348724,-,+
r324,M,S51694_SI,-0.031798131,0.0339589833,-,+
r360,M,S51694_SI,-0.027261496,0.0246549797,-,+
r362,M,S51694_SI,0.0123250291,-0.054518071,+,-
r373,M,S51694_SI,0.0008943746,-0.019816948,+,-
r374,M,S51694_SI,0.0126181123,-0.054549145,+,-
r392,M,S51694_SI,-0.005324995,0.0140423705,-,+
r427,M,S51694_SI,0.0138844694,0.0411389028,+,+
r517,M,S51694_SI,0.0109542188,-0.017893528,+,-
r810,M,S51694_SI,-0.002692474,0.0402588418,-,+
w52,M,S51694_SI,0.0128257751,-0.055104238,+,-
w64,M,S51694_SI,0.0231874952,-0.018622819,+,-
w68,M,S51694_SI,0.0122938581,-0.054455729,+,-
r101,V,S51694_SI,0.0085457447,-0.013263921,+,-
r309,V,S51694_SI,-0.005822962,0.0041116584,-,+
r315,V,S51694_SI,-0.036456872,0.1258497714,-,+
r324,V,S51694_SI,-0.029808993,0.0317194115,-,+
r360,V,S51694_SI,-0.027162489,0.0282967653,-,+
r362,V,S51694_SI,0.0111621759,-0.050699568,+,-
r373,V,S51694_SI,-0.002141378,-0.00622696,-,-
r374,V,S51694_SI,0.0108791704,-0.050524029,+,-
r392,V,S51694_SI,0.0046654243,-0.007112029,+,-
r427,V,S51694_SI,0.0088432562,0.0452133292,+,+
r517,V,S51694_SI,0.0132924254,-0.019440618,+,-
r810,V,S51694_SI,0.0073349479,0.0265480135,+,+
w52,V,S51694_SI,0.0111621759,-0.050851348,+,-
w64,V,S51694_SI,0.014161576,-0.012897679,+,-
w68,V,S51694_SI,0.0113457969,-0.050722798,+,-
r101,M,S51920_SI,0.0434792202,-0.071753342,+,-
r21,M,S51920_SI,-0.018070485,-0.023588588,-,-
r217,M,S51920_SI,0.0794977123,-0.040242781,+,-
r280,M,S51920_SI,-0.013839537,0.0509592365,-,+
r335,M,S51920_SI,-0.032584032,-0.054718415,-,-
r340,M,S51920_SI,0.0371628394,-0.085962963,+,-
r350,M,S51920_SI,-0.058162044,0.0873588559,-,+
r358,M,S51920_SI,0.0140638645,-0.082428533,+,-
r360,M,S51920_SI,0.0302740432,-0.036017851,+,-
r365,M,S51920_SI,0.0175089293,0.0050370886,+,+
r373,M,S51920_SI,0.0137443963,-0.010363603,+,-
r380,M,S51920_SI,0.0369221059,-0.081297385,+,-
r392,M,S51920_SI,0.054248098,-0.048423163,+,-
r427,M,S51920_SI,0.0235484835,0.0682387513,+,+
r491,M,S51920_SI,-0.030234981,0.1558112959,-,+
r517,M,S51920_SI,0.0201292475,-0.070224316,+,-
r737,M,S51920_SI,-0.000439311,0.1073153023,-,+
r799,M,S51920_SI,-0.012902751,0.1200390351,-,+
r85,M,S51920_SI,0.0040866347,0.0761312399,+,+
r853,M,S51920_SI,-0.027036765,-0.029300124,-,-
w38,M,S51920_SI,-0.037378982,-0.048784823,-,-
w47,M,S51920_SI,0.0031003022,-0.08761204,+,-
w55,M,S51920_SI,-0.046969233,0.0777954744,-,+
w64,M,S51920_SI,0.0100533793,-0.115021315,+,-
w68,M,S51920_SI,-0.065403437,0.0995717796,-,+
w79,M,S51920_SI,-0.044797699,0.037481182,-,+
r101,V,S51920_SI,0.0279494253,-0.092596931,+,-
r21,V,S51920_SI,0.013717498,-0.045135736,+,-
r217,V,S51920_SI,0.0161266728,0.0251364448,+,+
r280,V,S51920_SI,0.0384298699,-0.02634141,+,-
r335,V,S51920_SI,-0.027811507,-0.065552046,-,-
r340,V,S51920_SI,0.0287671818,-0.09554224,+,-
r350,V,S51920_SI,-0.056545777,0.0805670751,-,+
r358,V,S51920_SI,0.0226236134,-0.088891119,+,-
r360,V,S51920_SI,-0.004693064,0.0814080157,-,+
r365,V,S51920_SI,0.0122300024,0.0339801863,+,+
r373,V,S51920_SI,0.0132938158,-0.025897444,+,-
r380,V,S51920_SI,0.027321868,-0.080770619,+,-
r392,V,S51920_SI,0.0174681034,0.0403884667,+,+
r427,V,S51920_SI,0.043266492,0.0200368003,+,+
r491,V,S51920_SI,-0.023187133,0.1437507628,-,+
r517,V,S51920_SI,0.0422485537,-0.086790649,+,-
r737,V,S51920_SI,-0.019340739,0.1190891361,-,+
r799,V,S51920_SI,0.0003435008,0.0989790017,+,+
r85,V,S51920_SI,-0.01228995,0.1109331044,-,+
r853,V,S51920_SI,-0.003583595,-0.070324877,-,-
w38,V,S51920_SI,-0.040605482,-0.041324208,-,-
w47,V,S51920_SI,0.0169220068,-0.104054354,+,-
w55,V,S51920_SI,-0.054486909,0.0947997317,-,+
w64,V,S51920_SI,0.0130818269,-0.121731481,+,-
w68,V,S51920_SI,-0.037092778,0.0528316214,-,+
w79,V,S51920_SI,-0.054153498,0.0430527675,-,+
r101,M,S52006_SI,0.0981921241,0.0793590249,+,+
r136,M,S52006_SI,-0.076872699,0.6935336143,-,+
r217,M,S52006_SI,0.0323780531,-0.243035822,+,-
r324,M,S52006_SI,-0.326970524,0.7107788488,-,+
r350,M,S52006_SI,0.0730404619,-0.288318723,+,-
r357,M,S52006_SI,-0.401959984,0.8305106981,-,+
r358,M,S52006_SI,0.0635767395,-0.202275719,+,-
r360,M,S52006_SI,-0.31554414,0.6815568271,-,+
r362,M,S52006_SI,0.0663164655,-0.214423905,+,-
r365,M,S52006_SI,0.0686485907,-0.168823562,+,-
r373,M,S52006_SI,0.0661424867,-0.31420687,+,-
r374,M,S52006_SI,0.0890312849,0.2376807032,+,+
r380,M,S52006_SI,0.0951907162,-0.221626512,+,-
r427,M,S52006_SI,-0.278345956,0.401810805,-,+
r491,M,S52006_SI,0.0798438628,-0.269218425,+,-
r502,M,S52006_SI,0.091284548,-0.341334639,+,-
r517,M,S52006_SI,0.0670537909,-0.133051374,+,-
r732,M,S52006_SI,0.0395914996,-0.200118693,+,-
r737,M,S52006_SI,0.0165547959,-0.19780519,+,-
r799,M,S52006_SI,0.0792425358,-0.24523092,+,-
r820,M,S52006_SI,0.0716196349,-0.198595192,+,-
r83,M,S52006_SI,0.0418769203,-0.224827927,+,-
r85,M,S52006_SI,0.0795511804,-0.306681771,+,-
r857,M,S52006_SI,0.1213700845,0.0023551181,+,+
r907,M,S52006_SI,0.0499248623,-0.112502356,+,-
w38,M,S52006_SI,-0.377912622,1.2017812835,-,+
w47,M,S52006_SI,0.0337847215,-0.025384349,+,-
w52,M,S52006_SI,-0.006524612,-0.109856152,-,-
w55,M,S52006_SI,0.0363246577,-0.030441243,+,-
w59,M,S52006_SI,0.038977809,0.0165042326,+,+
w64,M,S52006_SI,0.0954559341,-0.240671951,+,-
w67,M,S52006_SI,0.1110450939,-0.174195016,+,-
w68,M,S52006_SI,0.0507562267,-0.201227056,+,-
w76,M,S52006_SI,-0.064225951,-0.001634421,-,-
w79,M,S52006_SI,0.0915814069,-0.190383368,+,-
r101,V,S52006_SI,0.0644455345,0.4174419299,+,+
r136,V,S52006_SI,-0.058015668,0.414607675,-,+
r217,V,S52006_SI,0.0316153312,-0.265702753,+,-
r324,V,S52006_SI,-0.243167853,0.4763397368,-,+
r350,V,S52006_SI,0.0682256697,-0.319303404,+,-
r357,V,S52006_SI,-0.315936489,0.5814721941,-,+
r358,V,S52006_SI,0.0257780155,-0.169358269,+,-
r360,V,S52006_SI,-0.414273916,0.8248124549,-,+
r362,V,S52006_SI,0.0879548428,-0.208792251,+,-
r365,V,S52006_SI,0.0673572696,-0.097345837,+,-
r373,V,S52006_SI,0.068869696,-0.279127684,+,-
r374,V,S52006_SI,0.140867998,0.2867748733,+,+
r380,V,S52006_SI,0.0588505926,-0.208628152,+,-
r427,V,S52006_SI,-0.258905024,0.4496012061,-,+
r491,V,S52006_SI,0.0586382456,-0.257236313,+,-
r502,V,S52006_SI,0.0942448121,-0.292774186,+,-
r517,V,S52006_SI,0.084808995,-0.229997272,+,-
r732,V,S52006_SI,0.0616754514,-0.202684942,+,-
r737,V,S52006_SI,0.0468331508,-0.197737509,+,-
r799,V,S52006_SI,0.0590576504,-0.229452241,+,-
r820,V,S52006_SI,0.0306409686,-0.163664193,+,-
r83,V,S52006_SI,0.0735802133,-0.254632994,+,-
r85,V,S52006_SI,0.0480235743,-0.196287472,+,-
r857,V,S52006_SI,0.0845065016,0.1524120156,+,+
r907,V,S52006_SI,0.0671250427,-0.175484168,+,-
w38,V,S52006_SI,-0.356524958,0.8893927142,-,+
w47,V,S52006_SI,0.017571041,-0.042040306,+,-
w52,V,S52006_SI,-0.044736554,-0.049734664,-,-
w55,V,S52006_SI,0.0931156137,-0.161230116,+,-
w59,V,S52006_SI,0.0596714434,-0.005181711,+,-
w64,V,S52006_SI,0.0810587113,-0.222998843,+,-
w67,V,S52006_SI,-0.035797473,-0.003300692,-,-
w68,V,S52006_SI,0.0937766187,-0.096952802,+,-
w76,V,S52006_SI,-0.036762049,0.0095039106,-,+
w79,V,S52006_SI,0.0958269989,-0.172709937,+,-
r101,M,S52256_SI,0.0109696144,0.2070531154,+,+
r208,M,S52256_SI,0.0482460772,-0.219704794,+,-
r21,M,S52256_SI,0.0212778492,0.0225503152,+,+
r217,M,S52256_SI,0.0405601124,-0.2058766,+,-
r280,M,S52256_SI,0.0229935307,0.1738214263,+,+
r287,M,S52256_SI,0.0334072734,-0.076672075,+,-
r315,M,S52256_SI,0.0216382967,0.0715953175,+,+
r324,M,S52256_SI,-0.014637899,-0.167871837,-,-
r335,M,S52256_SI,0.0446542451,-0.129330118,+,-
r350,M,S52256_SI,-0.120068898,0.425401057,-,+
r357,M,S52256_SI,-0.047876514,0.297461146,-,+
r358,M,S52256_SI,0.0351037546,0.2917611336,+,+
r360,M,S52256_SI,-0.099593831,0.0090050642,-,+
r380,M,S52256_SI,0.0648273282,0.0121199953,+,+
r502,M,S52256_SI,0.0800215053,-0.158677755,+,-
r737,M,S52256_SI,0.0859464588,-0.176358839,+,-
r799,M,S52256_SI,0.0409431243,-0.150785001,+,-
w114,M,S52256_SI,-0.276514696,0.433049563,-,+
w52,M,S52256_SI,-0.027947513,-0.074353883,-,-
w55,M,S52256_SI,-0.002155394,-0.066477479,-,-
w59,M,S52256_SI,0.0402675925,-0.210240885,+,-
w64,M,S52256_SI,0.0585174356,0.1811753565,+,+
w67,M,S52256_SI,-0.004452414,-0.189778865,-,-
w68,M,S52256_SI,-0.05819625,-0.093923488,-,-
w79,M,S52256_SI,0.0020692104,-0.20494187,+,-
r101,V,S52256_SI,0.0103365137,0.2421111129,+,+
r208,V,S52256_SI,0.0598435406,-0.219531918,+,-
r21,V,S52256_SI,-0.018875349,0.1281676549,-,+
r217,V,S52256_SI,0.0680836509,-0.237113005,+,-
r280,V,S52256_SI,0.0388466332,0.1058562574,+,+
r287,V,S52256_SI,0.0474946729,-0.118778156,+,-
r315,V,S52256_SI,0.0063538015,0.1225322398,+,+
r324,V,S52256_SI,-0.010061695,-0.176596215,-,-
r335,V,S52256_SI,0.0556944732,-0.156149015,+,-
r350,V,S52256_SI,-0.097089713,0.3980660861,-,+
r357,V,S52256_SI,-0.044192868,0.2860547061,-,+
r358,V,S52256_SI,0.0660118442,0.239032605,+,+
r360,V,S52256_SI,-0.12351452,0.0531244978,-,+
r380,V,S52256_SI,0.0643901498,0.0077222803,+,+
r502,V,S52256_SI,0.0439462554,-0.149269049,+,-
r737,V,S52256_SI,0.070552608,-0.207848395,+,-
r799,V,S52256_SI,0.0493664177,-0.172263606,+,-
w114,V,S52256_SI,-0.248379112,0.3833537324,-,+
w52,V,S52256_SI,-0.035630452,-0.06675238,-,-
w55,V,S52256_SI,0.0016063299,-0.05503235,+,-
w59,V,S52256_SI,0.0466664537,-0.19371099,+,-
w64,V,S52256_SI,0.0376063827,0.2054345202,+,+
w67,V,S52256_SI,-0.027679576,-0.13982844,-,-
w68,V,S52256_SI,-0.066387916,-0.072331247,-,-
w79,V,S52256_SI,0.0050114736,-0.206250927,+,-
r101,M,S5250_SI,-0.009181027,-0.036883469,-,-
r208,M,S5250_SI,0.0623936154,-0.625595126,+,-
r217,M,S5250_SI,-0.013330404,0.6115812611,-,+
r309,M,S5250_SI,-0.082951519,0.5595099735,-,+
r315,M,S5250_SI,0.0370001455,-0.217984713,+,-
r324,M,S5250_SI,0.1116182466,0.0839884654,+,+
r335,M,S5250_SI,-0.847746049,2.0476008358,-,+
r340,M,S5250_SI,0.1005368416,-0.724908548,+,-
r350,M,S5250_SI,-0.241323884,2.0431165308,-,+
r358,M,S5250_SI,0.0307125903,-0.659011129,+,-
r360,M,S5250_SI,-0.023005912,-0.532920336,-,-
r362,M,S5250_SI,0.0662906714,0.6846259648,+,+
r365,M,S5250_SI,0.0390542674,0.0195871191,+,+
r373,M,S5250_SI,0.2238416097,0.0817317106,+,+
r374,M,S5250_SI,0.0322202471,0.8520337283,+,+
r380,M,S5250_SI,-0.08862835,-0.487107994,-,-
r392,M,S5250_SI,0.036517898,-0.6558082,+,-
r427,M,S5250_SI,0.0251997496,-0.833408423,+,-
r443,M,S5250_SI,-0.016427404,-0.638042889,-,-
r491,M,S5250_SI,0.1586155834,1.2837944969,+,+
r502,M,S5250_SI,-0.164841404,0.1940599271,-,+
r517,M,S5250_SI,-0.02097839,-0.626557307,-,-
r732,M,S5250_SI,-0.007733849,-0.956883469,-,-
r737,M,S5250_SI,0.108121026,0.1809464429,+,+
r799,M,S5250_SI,0.0264110335,0.0506456205,+,+
r820,M,S5250_SI,-0.013042031,-0.485840998,-,-
r83,M,S5250_SI,-0.084709728,0.1126029357,-,+
r85,M,S5250_SI,-0.211883729,-0.240667253,-,-
r853,M,S5250_SI,0.1016623467,-0.624353349,+,-
r907,M,S5250_SI,0.2180917005,-0.021818534,+,-
w38,M,S5250_SI,0.0414142113,-0.075931088,+,-
w47,M,S5250_SI,-0.06193332,0.1348596501,-,+
w52,M,S5250_SI,0.0455302194,0.2082634407,+,+
w55,M,S5250_SI,0.0943576364,0.1099579463,+,+
w59,M,S5250_SI,-0.06055089,-0.491130045,-,-
w64,M,S5250_SI,0.0593602738,0.0765084465,+,+
w67,M,S5250_SI,0.0937601497,-0.015706999,+,-
w68,M,S5250_SI,-0.049081276,-0.517980726,-,-
w76,M,S5250_SI,0.1633853449,0.0519660884,+,+
w79,M,S5250_SI,0.1212537559,0.0811600091,+,+
r101,V,S5250_SI,-0.032918437,0.1316605185,-,+
r208,V,S5250_SI,0.0632695173,-0.577460303,+,-
r217,V,S5250_SI,0.0444457485,0.1784412026,+,+
r309,V,S5250_SI,0.2279125932,1.0797540642,+,+
r315,V,S5250_SI,0.0017569558,-0.174973901,+,-
r324,V,S5250_SI,0.0680977424,0.0822804321,+,+
r335,V,S5250_SI,-0.907601426,1.7713428493,-,+
r340,V,S5250_SI,-0.115382012,-0.575104897,-,-
r350,V,S5250_SI,-0.486776174,2.7217925054,-,+
r358,V,S5250_SI,0.0901850969,-0.765794386,+,-
r360,V,S5250_SI,-0.011148788,-0.571605574,-,-
r362,V,S5250_SI,0.1135526444,0.8328079286,+,+
r365,V,S5250_SI,0.0188681907,0.1014727915,+,+
r373,V,S5250_SI,0.103969558,0.1189173931,+,+
r374,V,S5250_SI,0.030211794,0.7555633558,+,+
r380,V,S5250_SI,-0.068458844,-0.584861627,-,-
r392,V,S5250_SI,0.0615264938,-0.636776189,+,-
r427,V,S5250_SI,0.0238462136,-0.85459388,+,-
r443,V,S5250_SI,-0.010692096,-0.686847018,-,-
r491,V,S5250_SI,0.2718598405,1.1521589552,+,+
r502,V,S5250_SI,0.1836260426,-0.133988089,+,-
r517,V,S5250_SI,-0.021504796,-0.665266718,-,-
r732,V,S5250_SI,-0.012994728,-0.976320702,-,-
r737,V,S5250_SI,0.0257382655,0.093067053,+,+
r799,V,S5250_SI,-0.019926546,0.0539823282,-,+
r820,V,S5250_SI,-0.066941918,-0.483614057,-,-
r83,V,S5250_SI,0.1982552723,0.0903459645,+,+
r85,V,S5250_SI,-0.125987152,-0.463593429,-,-
r853,V,S5250_SI,0.064921939,-0.718542924,+,-
r907,V,S5250_SI,0.1753981294,-0.105572403,+,-
w38,V,S5250_SI,0.0017004625,0.2418001032,+,+
w47,V,S5250_SI,-0.006716857,0.0437461875,-,+
w52,V,S5250_SI,0.0842876895,0.1188167186,+,+
w55,V,S5250_SI,0.1299601069,0.0389464734,+,+
w59,V,S5250_SI,-0.027704324,-0.521775248,-,-
w64,V,S5250_SI,0.0009120989,0.2118711798,+,+
w67,V,S5250_SI,0.0267629431,-0.080923213,+,-
w68,V,S5250_SI,-0.029289947,-0.495700547,-,-
w76,V,S5250_SI,-0.126189172,0.2517494733,-,+
w79,V,S5250_SI,0.0591678786,0.0027976273,+,+
r208,M,S52706_SI,0.0027182871,0.0174655467,+,+
r287,M,S52706_SI,-0.105145403,0.0945912716,-,+
r309,M,S52706_SI,-0.00981925,-0.021034498,-,-
r340,M,S52706_SI,0.1040606879,-0.097109106,+,-
r373,M,S52706_SI,-0.020905844,-0.009839985,-,-
r374,M,S52706_SI,0.0294641971,-0.00603078,+,-
r392,M,S52706_SI,0.0561915328,-0.084287588,+,-
r491,M,S52706_SI,0.0443009517,0.0019556539,+,+
r517,M,S52706_SI,0.0472364751,-0.078665981,+,-
r83,M,S52706_SI,0.0479739204,0.0966309379,+,+
r85,M,S52706_SI,0.0469399193,-0.234522102,+,-
r907,M,S52706_SI,-0.111488562,0.1206145993,-,+
w76,M,S52706_SI,-0.131526911,0.2002320304,-,+
r208,V,S52706_SI,0.0323500705,-0.021942444,+,-
r287,V,S52706_SI,-0.151062278,0.2453095076,-,+
r309,V,S52706_SI,-0.037297207,0.0309698998,-,+
r340,V,S52706_SI,0.0629220041,-0.069228439,+,-
r373,V,S52706_SI,-0.024199099,-0.031456103,-,-
r374,V,S52706_SI,0.0326110175,0.050714043,+,+
r392,V,S52706_SI,0.0338131226,-0.051253371,+,-
r491,V,S52706_SI,0.0483339819,-0.006196248,+,-
r517,V,S52706_SI,0.0748673934,-0.109597256,+,-
r83,V,S52706_SI,0.0581505756,0.0201246859,+,+
r85,V,S52706_SI,0.0461221499,-0.246919649,+,-
r907,V,S52706_SI,-0.101938146,0.0757869941,-,+
w76,V,S52706_SI,-0.074673586,0.1136883794,-,+
r101,M,S52856_SI,-0.004043321,0.0090405556,-,+
r136,M,S52856_SI,0.0082550933,-0.01224443,+,-
r208,M,S52856_SI,0.0212794291,-0.024375618,+,-
r21,M,S52856_SI,0.0044426303,-0.020509294,+,-
r217,M,S52856_SI,-0.00128468,0.0026021008,-,+
r287,M,S52856_SI,-0.00273121,0.0274672537,-,+
r309,M,S52856_SI,-0.019205358,0.0162578038,-,+
r324,M,S52856_SI,0.0088874903,-0.108549593,+,-
r340,M,S52856_SI,0.0466908096,-0.051431222,+,-
r350,M,S52856_SI,0.0196548647,-0.009137983,+,-
r357,M,S52856_SI,-0.011757908,-0.006036129,-,-
r358,M,S52856_SI,-0.004448441,0.0058023983,-,+
r360,M,S52856_SI,0.004263294,0.0046215157,+,+
r365,M,S52856_SI,0.0057196845,0.0893946474,+,+
r374,M,S52856_SI,-0.012460773,0.030964676,-,+
r392,M,S52856_SI,-0.057030608,0.1973724531,-,+
r426,M,S52856_SI,0.0379821476,-0.03608135,+,-
r427,M,S52856_SI,0.0165191308,0.0119865297,+,+
r491,M,S52856_SI,0.0072289217,-0.00171012,+,-
r502,M,S52856_SI,0.0053813662,-0.026656204,+,-
r517,M,S52856_SI,-0.002112556,-0.011876977,-,-
r732,M,S52856_SI,-0.043606629,0.0356859563,-,+
r737,M,S52856_SI,0.0088077037,-0.050107812,+,-
r799,M,S52856_SI,0.014342333,-0.072675202,+,-
r810,M,S52856_SI,0.0161289791,-0.012144895,+,-
r820,M,S52856_SI,-0.005373904,0.010020588,-,+
r83,M,S52856_SI,0.0077298493,0.0017997725,+,+
r853,M,S52856_SI,-0.043781048,0.0381690953,-,+
r857,M,S52856_SI,-0.005802128,0.0087888811,-,+
r907,M,S52856_SI,-0.032190618,0.0347255699,-,+
w114,M,S52856_SI,0.0103288273,-0.014713787,+,-
w38,M,S52856_SI,0.0089471348,-0.034049344,+,-
w52,M,S52856_SI,-0.029684755,0.0213508027,-,+
w55,M,S52856_SI,0.0035835704,-0.021145264,+,-
w59,M,S52856_SI,-0.002454945,0.0396834544,-,+
w64,M,S52856_SI,0.0099212758,-0.023298709,+,-
w67,M,S52856_SI,0.0134341225,-0.028800501,+,-
w76,M,S52856_SI,-0.001559778,-0.02018962,-,-
r101,V,S52856_SI,-0.012741948,0.00508638,-,+
r136,V,S52856_SI,0.0084122002,-0.017746639,+,-
r208,V,S52856_SI,0.0228024289,-0.017096326,+,-
r21,V,S52856_SI,0.0021295162,0.0118595068,+,+
r217,V,S52856_SI,0.0162424762,-0.013378549,+,-
r287,V,S52856_SI,-0.007514746,0.0048755072,-,+
r309,V,S52856_SI,-0.01476266,0.0030568665,-,+
r324,V,S52856_SI,0.0062720183,-0.104761677,+,-
r340,V,S52856_SI,-0.007069654,-0.014068912,-,-
r350,V,S52856_SI,0.0098498358,-0.011220232,+,-
r357,V,S52856_SI,-0.011693507,0.0062329853,-,+
r358,V,S52856_SI,0.0043321541,-0.011457597,+,-
r360,V,S52856_SI,0.0064072083,-0.000592417,+,-
r365,V,S52856_SI,0.0147188378,0.0886282609,+,+
r374,V,S52856_SI,0.0113525502,-0.013509479,+,-
r392,V,S52856_SI,-0.002927982,0.1630409484,-,+
r426,V,S52856_SI,0.0473121186,-0.037289879,+,-
r427,V,S52856_SI,0.0076184796,0.0204301598,+,+
r491,V,S52856_SI,-0.000695467,0.0058571395,-,+
r502,V,S52856_SI,0.0134255206,-0.022544745,+,-
r517,V,S52856_SI,0.0006961063,-0.012558223,+,-
r732,V,S52856_SI,-0.042710962,0.0361783498,-,+
r737,V,S52856_SI,-0.000383239,-0.038406475,-,-
r799,V,S52856_SI,0.0123434233,-0.061931268,+,-
r810,V,S52856_SI,0.0037504045,0.0153579512,+,+
r820,V,S52856_SI,-0.007034229,0.0116483633,-,+
r83,V,S52856_SI,0.0196811092,0.0045864029,+,+
r853,V,S52856_SI,-0.02856567,0.0270018879,-,+
r857,V,S52856_SI,-0.020383425,0.0350521717,-,+
r907,V,S52856_SI,-0.028874613,0.0190615438,-,+
w114,V,S52856_SI,0.0088405115,-0.037036677,+,-
w38,V,S52856_SI,-0.001189293,-0.01800253,-,-
w52,V,S52856_SI,-0.03274966,0.0237791362,-,+
w55,V,S52856_SI,0.0000279313,-0.010162458,+,-
